environment,seed,timesteps,episode_return,episode_length
Custom,42,47055,-2.456377,22
Custom,42,47073,-2.132324,18
Custom,42,47109,-2.61862,36
Custom,42,47133,-2.559021,24
Custom,42,47165,-2.464546,32
Custom,42,47188,-2.257103,23
Custom,42,47210,-2.172829,22
Custom,42,47235,-2.133203,25
Custom,42,47266,-2.29481,31
Custom,42,47301,-2.711125,35
Custom,42,47323,-2.342397,22
Custom,42,47347,-2.464563,24
Custom,42,47380,-2.125812,33
Custom,42,47401,-2.22297,21
Custom,42,47423,-2.625301,22
Custom,42,47443,-2.65351,20
Custom,42,47465,-2.203846,22
Custom,42,47486,-2.408405,21
Custom,42,47508,-2.415203,22
Custom,42,47528,-2.553065,20
Custom,42,47551,-2.603992,23
Custom,42,47591,-2.624989,40
Custom,42,47613,-2.084347,22
Custom,42,47633,-2.435861,20
Custom,42,47649,-1.940096,16
Custom,42,47668,-2.158244,19
Custom,42,47687,-2.463691,19
Custom,42,47710,-2.63385,23
Custom,42,47737,-2.010703,27
Custom,42,47770,-2.423017,33
Custom,42,47786,-2.715537,16
Custom,42,47801,-2.256454,15
Custom,42,47824,-2.395429,23
Custom,42,47876,-2.856839,52
Custom,42,47898,-2.535415,22
Custom,42,47919,-2.211983,21
Custom,42,47945,-2.190031,26
Custom,42,47969,-2.664442,24
Custom,42,48005,-2.817025,36
Custom,42,48031,-2.766328,26
Custom,42,48055,-2.595459,24
Custom,42,48080,-2.153153,25
Custom,42,48112,-2.200486,32
Custom,42,48131,-2.392764,19
Custom,42,48146,-2.265815,15
Custom,42,48176,-2.583006,30
Custom,42,48200,-2.858403,24
Custom,42,48244,-2.923965,44
Custom,42,48263,-2.406083,19
Custom,42,48286,-2.588795,23
Custom,42,48316,-2.666903,30
Custom,42,48335,-2.073254,19
Custom,42,48374,-2.386063,39
Custom,42,48402,-2.145771,28
Custom,42,48438,-2.757293,36
Custom,42,48456,-2.258529,18
Custom,42,48476,-2.411684,20
Custom,42,48491,-2.100289,15
Custom,42,48511,-2.161966,20
Custom,42,48543,-2.308583,32
Custom,42,48561,-2.470685,18
Custom,42,48586,-2.568076,25
Custom,42,48610,-2.235824,24
Custom,42,48635,-2.891689,25
Custom,42,48676,-2.472435,41
Custom,42,48694,-2.565871,18
Custom,42,48712,-2.37303,18
Custom,42,48731,-2.786886,19
Custom,42,48748,-2.49275,17
Custom,42,48768,-2.178747,20
Custom,42,48796,-1.993986,28
Custom,42,48829,-3.089179,33
Custom,42,48851,-2.575165,22
Custom,42,48873,-2.643139,22
Custom,42,48892,-2.076342,19
Custom,42,48925,-2.706292,33
Custom,42,48945,-2.335533,20
Custom,42,48971,-2.20777,26
Custom,42,48998,-2.656239,27
Custom,42,49034,-3.013911,36
Custom,42,49056,-2.640483,22
Custom,42,49085,-2.637283,29
Custom,42,49110,-2.334355,25
Custom,42,49129,-2.338358,19
Custom,42,49154,-1.994128,25
Custom,42,49175,-2.22487,21
Custom,42,49196,-2.453529,21
Custom,42,49222,-2.236817,26
Custom,42,49238,-2.169631,16
Custom,42,49272,-2.509439,34
Custom,42,49296,-2.01941,24
Custom,42,49322,-2.4452,26
Custom,42,49351,-2.105036,29
Custom,42,49382,-2.686924,31
Custom,42,49417,-2.235638,35
Custom,42,49436,-2.697445,19
Custom,42,49461,-2.550153,25
Custom,42,49485,-2.323541,24
Custom,42,49508,-1.900958,23
Custom,42,49530,-2.110959,22
Custom,42,49546,-2.116794,16
Custom,42,49565,-3.033592,19
Custom,42,49585,-2.388725,20
Custom,42,49621,-2.565156,36
Custom,42,49652,-2.554012,31
Custom,42,49674,-2.032608,22
Custom,42,49694,-2.526448,20
Custom,42,49718,-2.356042,24
Custom,42,49751,-2.466494,33
Custom,42,49780,-2.271032,29
Custom,42,49798,-2.387771,18
Custom,42,49818,-2.385195,20
Custom,42,49841,-2.101941,23
Custom,42,49873,-2.373131,32
Custom,42,49899,-2.221952,26
Custom,42,49933,-2.254257,34
Custom,42,49963,-2.275541,30
Custom,42,49988,-2.602822,25
Custom,42,50007,-2.498752,19
Custom,42,50033,-2.511822,26
Custom,42,50049,-2.466678,16
Custom,42,50072,-2.215858,23
Custom,42,50094,-1.918405,22
Custom,42,50117,-2.214182,23
Custom,42,50138,-2.400908,21
Custom,42,50162,-2.586089,24
Custom,42,50187,-2.13891,25
Custom,42,50210,-2.520588,23
Custom,42,50243,-2.315085,33
Custom,42,50267,-2.079167,24
Custom,42,50292,-2.332749,25
Custom,42,50314,-2.074491,22
Custom,42,50335,-2.530333,21
Custom,42,50374,-2.816346,39
Custom,42,50392,-2.311944,18
Custom,42,50439,-2.946052,47
Custom,42,50472,-2.448089,33
Custom,42,50488,-2.375318,16
Custom,42,50509,-2.429803,21
Custom,42,50535,-2.737627,26
Custom,42,50553,-2.088192,18
Custom,42,50575,-2.355116,22
Custom,42,50607,-2.722668,32
Custom,42,50626,-2.566533,19
Custom,42,50644,-2.491818,18
Custom,42,50673,-2.366358,29
Custom,42,50716,-3.126527,43
Custom,42,50737,-2.343797,21
Custom,42,50759,-2.508388,22
Custom,42,50776,-2.057546,17
Custom,42,50805,-2.497809,29
Custom,42,50839,-2.669633,34
Custom,42,50863,-2.713729,24
Custom,42,50887,-2.64165,24
Custom,42,50907,-2.565258,20
Custom,42,50942,-2.879849,35
Custom,42,50962,-2.312644,20
Custom,42,50980,-2.319292,18
Custom,42,51003,-2.65509,23
Custom,42,51033,-2.195076,30
Custom,42,51059,-2.604575,26
Custom,42,51077,-2.328427,18
Custom,42,51095,-2.6638,18
Custom,42,51115,-2.59741,20
Custom,42,51134,-2.290146,19
Custom,42,51164,-2.584763,30
Custom,42,51192,-2.594499,28
Custom,42,51218,-2.486865,26
Custom,42,51246,-2.076979,28
Custom,42,51268,-2.22282,22
Custom,42,51297,-2.512843,29
Custom,42,51318,-2.385721,21
Custom,42,51340,-2.780567,22
Custom,42,51365,-1.971644,25
Custom,42,51383,-2.025242,18
Custom,42,51408,-2.441546,25
Custom,42,51426,-2.902394,18
Custom,42,51447,-2.771183,21
Custom,42,51469,-2.340428,22
Custom,42,51490,-2.118219,21
Custom,42,51520,-2.519591,30
Custom,42,51541,-2.530207,21
Custom,42,51561,-2.242387,20
Custom,42,51587,-2.314556,26
Custom,42,51609,-2.359196,22
Custom,42,51627,-2.337673,18
Custom,42,51650,-2.110934,23
Custom,42,51679,-2.272299,29
Custom,42,51708,-2.508439,29
Custom,42,51748,-2.589522,40
Custom,42,51777,-2.914894,29
Custom,42,51797,-2.510526,20
Custom,42,51819,-2.293074,22
Custom,42,51838,-2.339985,19
Custom,42,51857,-2.172838,19
Custom,42,51882,-2.016914,25
Custom,42,51905,-2.199501,23
Custom,42,51928,-2.000494,23
Custom,42,51950,-2.650071,22
Custom,42,51974,-2.357362,24
Custom,42,51999,-2.16666,25
Custom,42,52023,-2.785821,24
Custom,42,52049,-2.50351,26
Custom,42,52070,-2.085823,21
Custom,42,52094,-2.495494,24
Custom,42,52116,-2.31817,22
Custom,42,52136,-2.222791,20
Custom,42,52158,-2.079502,22
Custom,42,52188,-2.427644,30
Custom,42,52209,-2.213375,21
Custom,42,52237,-2.636048,28
Custom,42,52255,-2.580493,18
Custom,42,52280,-2.285805,25
Custom,42,52303,-2.020411,23
Custom,42,52352,-2.66043,49
Custom,42,52371,-2.5802,19
Custom,42,52393,-2.050085,22
Custom,42,52413,-2.731777,20
Custom,42,52430,-1.947426,17
Custom,42,52460,-2.658433,30
Custom,42,52481,-2.145642,21
Custom,42,52506,-2.06905,25
Custom,42,52526,-2.361128,20
Custom,42,52546,-2.415839,20
Custom,42,52573,-2.302969,27
Custom,42,52607,-2.715343,34
Custom,42,52634,-2.110038,27
Custom,42,52651,-1.918496,17
Custom,42,52675,-2.119639,24
Custom,42,52700,-2.485259,25
Custom,42,52722,-2.089297,22
Custom,42,52750,-2.358689,28
Custom,42,52776,-2.664344,26
Custom,42,52798,-2.031714,22
Custom,42,52830,-2.224211,32
Custom,42,52851,-2.326362,21
Custom,42,52874,-1.975826,23
Custom,42,52895,-2.233735,21
Custom,42,52913,-1.960176,18
Custom,42,52934,-2.490113,21
Custom,42,52976,-2.228952,42
Custom,42,52992,-1.889156,16
Custom,42,53010,-2.040702,18
Custom,42,53043,-2.627896,33
Custom,42,53076,-2.185058,33
Custom,42,53099,-2.348247,23
Custom,42,53127,-2.843048,28
Custom,42,53150,-2.198264,23
Custom,42,53171,-2.633574,21
Custom,42,53206,-2.86039,35
Custom,42,53229,-2.194094,23
Custom,42,53251,-1.951606,22
Custom,42,53272,-2.111356,21
Custom,42,53292,-2.529625,20
Custom,42,53315,-2.190833,23
Custom,42,53339,-2.245367,24
Custom,42,53358,-2.359707,19
Custom,42,53385,-2.307985,27
Custom,42,53415,-2.276934,30
Custom,42,53433,-2.155758,18
Custom,42,53449,-2.078116,16
Custom,42,53471,-2.20886,22
Custom,42,53492,-2.562635,21
Custom,42,53507,-2.044115,15
Custom,42,53530,-2.492284,23
Custom,42,53558,-2.091738,28
Custom,42,53585,-2.428824,27
Custom,42,53621,-2.28483,36
Custom,42,53650,-2.438902,29
Custom,42,53680,-2.468516,30
Custom,42,53723,-2.461219,43
Custom,42,53748,-2.446013,25
Custom,42,53787,-2.234142,39
Custom,42,53804,-2.113814,17
Custom,42,53834,-2.240515,30
Custom,42,53874,-2.685604,40
Custom,42,53897,-2.03615,23
Custom,42,53939,-2.574805,42
Custom,42,53969,-2.244325,30
Custom,42,53991,-2.115609,22
Custom,42,54012,-2.424099,21
Custom,42,54046,-2.2399,34
Custom,42,54070,-2.001347,24
Custom,42,54094,-2.043107,24
Custom,42,54113,-2.026318,19
Custom,42,54138,-2.386795,25
Custom,42,54162,-2.543549,24
Custom,42,54184,-2.419967,22
Custom,42,54202,-2.37064,18
Custom,42,54222,-2.509251,20
Custom,42,54240,-2.353284,18
Custom,42,54263,-2.687928,23
Custom,42,54282,-2.480749,19
Custom,42,54307,-2.436707,25
Custom,42,54334,-2.039714,27
Custom,42,54367,-2.124251,33
Custom,42,54384,-2.541195,17
Custom,42,54403,-2.467317,19
Custom,42,54430,-2.002073,27
Custom,42,54451,-2.354516,21
Custom,42,54472,-2.249887,21
Custom,42,54493,-2.211535,21
Custom,42,54511,-2.032923,18
Custom,42,54533,-2.316395,22
Custom,42,54549,-2.310829,16
Custom,42,54570,-2.518891,21
Custom,42,54596,-2.049146,26
Custom,42,54614,-2.531721,18
Custom,42,54633,-2.177804,19
Custom,42,54653,-2.385683,20
Custom,42,54672,-2.035586,19
Custom,42,54694,-2.392872,22
Custom,42,54719,-2.206379,25
Custom,42,54753,-2.262582,34
Custom,42,54773,-2.372578,20
Custom,42,54795,-2.050538,22
Custom,42,54821,-2.318329,26
Custom,42,54839,-2.367482,18
Custom,42,54872,-2.68445,33
Custom,42,54888,-2.076311,16
Custom,42,54911,-2.11574,23
Custom,42,54934,-2.032204,23
Custom,42,54954,-2.067081,20
Custom,42,54985,-2.270119,31
Custom,42,55012,-2.08154,27
Custom,42,55032,-2.40005,20
Custom,42,55056,-2.055613,24
Custom,42,55076,-2.420685,20
Custom,42,55102,-2.444279,26
Custom,42,55133,-2.489307,31
Custom,42,55158,-1.983927,25
Custom,42,55178,-2.531037,20
Custom,42,55206,-2.478601,28
Custom,42,55231,-1.962892,25
Custom,42,55258,-2.455375,27
Custom,42,55293,-2.614441,35
Custom,42,55313,-2.389931,20
Custom,42,55340,-2.404713,27
Custom,42,55373,-2.40356,33
Custom,42,55393,-2.170528,20
Custom,42,55414,-2.469562,21
Custom,42,55437,-2.42091,23
Custom,42,55463,-2.164613,26
Custom,42,55484,-2.173668,21
Custom,42,55516,-2.752233,32
Custom,42,55550,-2.100404,34
Custom,42,55589,-2.46302,39
Custom,42,55607,-2.53413,18
Custom,42,55626,-2.177198,19
Custom,42,55645,-1.912513,19
Custom,42,55668,-2.534872,23
Custom,42,55694,-2.364965,26
Custom,42,55711,-2.127051,17
Custom,42,55739,-2.086964,28
Custom,42,55761,-2.105845,22
Custom,42,55783,-2.767214,22
Custom,42,55813,-1.988353,30
Custom,42,55831,-1.910967,18
Custom,42,55855,-2.555882,24
Custom,42,55875,-2.566808,20
Custom,42,55896,-2.216037,21
Custom,42,55917,-2.292928,21
Custom,42,55936,-2.005644,19
Custom,42,55961,-2.176085,25
Custom,42,55983,-2.036152,22
Custom,42,56010,-2.423016,27
Custom,42,56033,-2.107734,23
Custom,42,56054,-2.728846,21
Custom,42,56077,-1.880087,23
Custom,42,56095,-2.044701,18
Custom,42,56125,-2.786188,30
Custom,42,56145,-2.644234,20
Custom,42,56192,-2.668894,47
Custom,42,56209,-2.427456,17
Custom,42,56226,-2.593514,17
Custom,42,56249,-2.142905,23
Custom,42,56269,-2.21768,20
Custom,42,56302,-2.237415,33
Custom,42,56325,-2.10132,23
Custom,42,56353,-2.440337,28
Custom,42,56394,-2.188824,41
Custom,42,56423,-2.500891,29
Custom,42,56446,-2.17369,23
Custom,42,56465,-2.41331,19
Custom,42,56483,-2.034516,18
Custom,42,56507,-2.258772,24
Custom,42,56529,-2.302286,22
Custom,42,56555,-2.470227,26
Custom,42,56587,-2.032113,32
Custom,42,56612,-2.346967,25
Custom,42,56634,-2.454386,22
Custom,42,56666,-2.122914,32
Custom,42,56684,-2.077367,18
Custom,42,56713,-1.999447,29
Custom,42,56742,-2.341852,29
Custom,42,56772,-2.463958,30
Custom,42,56799,-2.263454,27
Custom,42,56829,-2.424296,30
Custom,42,56848,-2.269742,19
Custom,42,56866,-2.028483,18
Custom,42,56889,-2.65924,23
Custom,42,56912,-2.24954,23
Custom,42,56931,-2.217355,19
Custom,42,56955,-2.42697,24
Custom,42,56972,-2.276053,17
Custom,42,57002,-2.472172,30
Custom,42,57029,-2.134776,27
Custom,42,57054,-2.356954,25
Custom,42,57080,-2.453993,26
Custom,42,57100,-2.369176,20
Custom,42,57121,-2.461854,21
Custom,42,57146,-2.491377,25
Custom,42,57169,-2.207802,23
Custom,42,57189,-2.176495,20
Custom,42,57219,-2.425051,30
Custom,42,57245,-2.436227,26
Custom,42,57273,-2.906745,28
Custom,42,57294,-2.40041,21
Custom,42,57314,-2.48202,20
Custom,42,57334,-2.099759,20
Custom,42,57355,-2.42223,21
Custom,42,57380,-2.231875,25
Custom,42,57406,-2.492518,26
Custom,42,57430,-2.301288,24
Custom,42,57453,-2.262382,23
Custom,42,57477,-2.547072,24
Custom,42,57499,-2.646973,22
Custom,42,57527,-2.384134,28
Custom,42,57545,-2.156282,18
Custom,42,57564,-1.983122,19
Custom,42,57594,-2.281793,30
Custom,42,57624,-2.425622,30
Custom,42,57644,-2.207653,20
Custom,42,57660,-1.972519,16
Custom,42,57687,-2.543114,27
Custom,42,57713,-2.30369,26
Custom,42,57736,-2.536344,23
Custom,42,57761,-2.263378,25
Custom,42,57796,-2.339049,35
Custom,42,57819,-1.95936,23
Custom,42,57848,-2.189467,29
Custom,42,57878,-2.566374,30
Custom,42,57901,-2.177021,23
Custom,42,57928,-2.130075,27
Custom,42,57950,-2.308063,22
Custom,42,57968,-1.988688,18
Custom,42,57994,-2.11686,26
Custom,42,58012,-2.589041,18
Custom,42,58039,-2.41346,27
Custom,42,58061,-1.910197,22
Custom,42,58082,-2.50503,21
Custom,42,58104,-2.508834,22
Custom,42,58128,-2.026519,24
Custom,42,58155,-2.147621,27
Custom,42,58178,-2.322421,23
Custom,42,58196,-2.335731,18
Custom,42,58223,-2.30382,27
Custom,42,58259,-2.266784,36
Custom,42,58279,-2.478157,20
Custom,42,58308,-2.495396,29
Custom,42,58330,-2.228393,22
Custom,42,58360,-2.097217,30
Custom,42,58381,-2.173744,21
Custom,42,58403,-2.199439,22
Custom,42,58426,-2.370496,23
Custom,42,58452,-2.207778,26
Custom,42,58470,-2.224143,18
Custom,42,58505,-2.045941,35
Custom,42,58533,-2.438364,28
Custom,42,58552,-2.031548,19
Custom,42,58577,-2.446323,25
Custom,42,58598,-2.434922,21
Custom,42,58618,-2.051874,20
Custom,42,58640,-2.578434,22
Custom,42,58659,-2.116107,19
Custom,42,58684,-2.79566,25
Custom,42,58713,-2.328444,29
Custom,42,58734,-2.188923,21
Custom,42,58757,-2.068805,23
Custom,42,58788,-2.534378,31
Custom,42,58815,-2.260146,27
Custom,42,58842,-2.451357,27
Custom,42,58870,-2.224094,28
Custom,42,58901,-2.380284,31
Custom,42,58925,-2.628019,24
Custom,42,58953,-2.050062,28
Custom,42,58988,-2.593163,35
Custom,42,59008,-2.555245,20
Custom,42,59033,-1.89515,25
Custom,42,59052,-2.455859,19
Custom,42,59074,-2.006699,22
Custom,42,59095,-2.191659,21
Custom,42,59130,-2.663925,35
Custom,42,59150,-2.282976,20
Custom,42,59177,-2.024363,27
Custom,42,59209,-2.286455,32
Custom,42,59232,-2.334522,23
Custom,42,59259,-2.070551,27
Custom,42,59303,-2.787167,44
Custom,42,59320,-2.147327,17
Custom,42,59345,-2.145411,25
Custom,42,59368,-2.051901,23
Custom,42,59401,-2.305904,33
Custom,42,59422,-2.175121,21
Custom,42,59456,-2.518532,34
Custom,42,59480,-1.988693,24
Custom,42,59503,-2.192463,23
Custom,42,59525,-2.471407,22
Custom,42,59547,-2.132797,22
Custom,42,59571,-2.153253,24
Custom,42,59597,-2.2117,26
Custom,42,59624,-2.400155,27
Custom,42,59645,-2.241998,21
Custom,42,59668,-2.055715,23
Custom,42,59715,-2.534867,47
Custom,42,59737,-2.098274,22
Custom,42,59763,-2.008571,26
Custom,42,59780,-2.286976,17
Custom,42,59800,-2.186385,20
Custom,42,59827,-1.931323,27
Custom,42,59849,-2.061243,22
Custom,42,59875,-2.191507,26
Custom,42,59905,-2.437868,30
Custom,42,59929,-2.201633,24
Custom,42,59961,-2.390875,32
Custom,42,59988,-2.205056,27
Custom,42,60024,-2.196692,36
Custom,42,60070,-2.186673,46
Custom,42,60089,-2.202775,19
Custom,42,60113,-2.58107,24
Custom,42,60138,-2.016698,25
Custom,42,60165,-2.275676,27
Custom,42,60187,-2.602035,22
Custom,42,60208,-2.067854,21
Custom,42,60224,-2.418546,16
Custom,42,60250,-2.1058,26
Custom,42,60275,-2.363281,25
Custom,42,60296,-2.137153,21
Custom,42,60320,-2.467856,24
Custom,42,60339,-2.591498,19
Custom,42,60365,-2.081211,26
Custom,42,60386,-2.280067,21
Custom,42,60406,-2.106143,20
Custom,42,60427,-2.093299,21
Custom,42,60452,-2.44286,25
Custom,42,60469,-2.260489,17
Custom,42,60497,-2.059873,28
Custom,42,60515,-2.264909,18
Custom,42,60543,-2.484192,28
Custom,42,60575,-2.483082,32
Custom,42,60595,-2.28927,20
Custom,42,60615,-1.892087,20
Custom,42,60636,-2.11221,21
Custom,42,60654,-2.036088,18
Custom,42,60678,-2.296406,24
Custom,42,60701,-2.335247,23
Custom,42,60721,-2.424767,20
Custom,42,60747,-2.268694,26
Custom,42,60767,-2.166072,20
Custom,42,60802,-2.72596,35
Custom,42,60822,-2.163787,20
Custom,42,60847,-2.254614,25
Custom,42,60871,-2.656035,24
Custom,42,60899,-2.512115,28
Custom,42,60919,-1.866317,20
Custom,42,60942,-2.230246,23
Custom,42,60960,-2.238917,18
Custom,42,60981,-2.473468,21
Custom,42,61007,-2.247581,26
Custom,42,61037,-2.321652,30
Custom,42,61060,-2.00431,23
Custom,42,61079,-2.587797,19
Custom,42,61099,-1.922455,20
Custom,42,61135,-2.574687,36
Custom,42,61160,-1.931238,25
Custom,42,61228,-2.685497,68
Custom,42,61247,-2.057261,19
Custom,42,61269,-2.537739,22
Custom,42,61294,-2.370273,25
Custom,42,61318,-2.304423,24
Custom,42,61342,-2.655797,24
Custom,42,61365,-2.368655,23
Custom,42,61395,-2.255609,30
Custom,42,61415,-2.431798,20
Custom,42,61437,-2.303928,22
Custom,42,61464,-2.418697,27
Custom,42,61490,-2.037179,26
Custom,42,61513,-2.395496,23
Custom,42,61533,-2.565586,20
Custom,42,61561,-2.023591,28
Custom,42,61581,-1.90631,20
Custom,42,61607,-2.552591,26
Custom,42,61627,-2.116534,20
Custom,42,61647,-2.089609,20
Custom,42,61683,-2.571443,36
Custom,42,61707,-2.180234,24
Custom,42,61736,-2.206683,29
Custom,42,61757,-2.488853,21
Custom,42,61780,-2.286825,23
Custom,42,61810,-2.607502,30
Custom,42,61835,-2.035554,25
Custom,42,61855,-1.985008,20
Custom,42,61875,-1.828238,20
Custom,42,61909,-2.232931,34
Custom,42,61929,-2.378451,20
Custom,42,61953,-2.741466,24
Custom,42,61980,-2.562442,27
Custom,42,62005,-2.463814,25
Custom,42,62030,-2.106559,25
Custom,42,62061,-2.368014,31
Custom,42,62088,-2.486604,27
Custom,42,62115,-2.40524,27
Custom,42,62152,-2.554148,37
Custom,42,62180,-2.512636,28
Custom,42,62202,-2.559815,22
Custom,42,62227,-1.99113,25
Custom,42,62258,-2.59123,31
Custom,42,62288,-2.497492,30
Custom,42,62317,-2.255138,29
Custom,42,62361,-2.395407,44
Custom,42,62383,-2.378164,22
Custom,42,62404,-2.553799,21
Custom,42,62424,-2.331222,20
Custom,42,62447,-2.435387,23
Custom,42,62489,-2.341023,42
Custom,42,62517,-2.298324,28
Custom,42,62543,-2.055277,26
Custom,42,62564,-2.236554,21
Custom,42,62590,-2.657125,26
Custom,42,62630,-2.61442,40
Custom,42,62652,-2.300162,22
Custom,42,62692,-2.260122,40
Custom,42,62716,-2.52237,24
Custom,42,62759,-2.196696,43
Custom,42,62795,-2.288424,36
Custom,42,62817,-2.192447,22
Custom,42,62851,-2.491541,34
Custom,42,62885,-2.408834,34
Custom,42,62910,-2.59558,25
Custom,42,62929,-2.002968,19
Custom,42,62948,-2.210723,19
Custom,42,62972,-2.384567,24
Custom,42,62993,-2.416672,21
Custom,42,63017,-2.245438,24
Custom,42,63040,-2.48276,23
Custom,42,63069,-2.258372,29
Custom,42,63090,-2.377523,21
Custom,42,63123,-2.52114,33
Custom,42,63146,-2.372823,23
Custom,42,63168,-2.123204,22
Custom,42,63191,-2.473936,23
Custom,42,63210,-2.061255,19
Custom,42,63235,-2.561061,25
Custom,42,63259,-2.298956,24
Custom,42,63281,-2.523602,22
Custom,42,63304,-2.523317,23
Custom,42,63335,-2.347986,31
Custom,42,63357,-2.468623,22
Custom,42,63375,-2.486929,18
Custom,42,63399,-2.305264,24
Custom,42,63425,-2.593002,26
Custom,42,63448,-2.249095,23
Custom,42,63468,-1.936839,20
Custom,42,63488,-2.474971,20
Custom,42,63523,-2.019696,35
Custom,42,63542,-2.0653,19
Custom,42,63569,-2.673648,27
Custom,42,63588,-2.313651,19
Custom,42,63615,-2.420957,27
Custom,42,63637,-2.369436,22
Custom,42,63658,-2.058637,21
Custom,42,63680,-2.127337,22
Custom,42,63706,-1.978661,26
Custom,42,63745,-2.15138,39
Custom,42,63766,-2.028865,21
Custom,42,63785,-2.228899,19
Custom,42,63814,-2.093043,29
Custom,42,63837,-2.284685,23
Custom,42,63854,-1.8305,17
Custom,42,63880,-1.983962,26
Custom,42,63899,-2.082864,19
Custom,42,63925,-2.378809,26
Custom,42,63957,-2.23835,32
Custom,42,63992,-2.619853,35
Custom,42,64015,-2.001341,23
Custom,42,64043,-2.38146,28
Custom,42,64066,-2.266153,23
Custom,42,64090,-1.985769,24
Custom,42,64115,-2.592217,25
Custom,42,64137,-2.255026,22
Custom,42,64168,-2.646069,31
Custom,42,64191,-2.285848,23
Custom,42,64217,-1.909929,26
Custom,42,64263,-2.706136,46
Custom,42,64286,-2.309947,23
Custom,42,64307,-2.02216,21
Custom,42,64342,-2.350315,35
Custom,42,64372,-2.148501,30
Custom,42,64405,-2.404512,33
Custom,42,64434,-2.047857,29
Custom,42,64459,-2.009434,25
Custom,42,64484,-2.085035,25
Custom,42,64508,-1.977782,24
Custom,42,64527,-2.157451,19
Custom,42,64565,-2.237815,38
Custom,42,64590,-2.479706,25
Custom,42,64615,-2.267623,25
Custom,42,64638,-2.148995,23
Custom,42,64672,-2.043261,34
Custom,42,64698,-2.448913,26
Custom,42,64737,-2.525929,39
Custom,42,64755,-2.080188,18
Custom,42,64785,-2.200177,30
Custom,42,64812,-2.353333,27
Custom,42,64840,-1.94338,28
Custom,42,64864,-2.53001,24
Custom,42,64900,-2.383505,36
Custom,42,64927,-1.967566,27
Custom,42,64948,-2.338571,21
Custom,42,64987,-2.357372,39
Custom,42,65010,-2.136014,23
Custom,42,65032,-2.19837,22
Custom,42,65065,-2.284995,33
Custom,42,65090,-2.183818,25
Custom,42,65118,-2.281746,28
Custom,42,65146,-2.488123,28
Custom,42,65176,-2.244322,30
Custom,42,65197,-1.958623,21
Custom,42,65228,-2.097429,31
Custom,42,65250,-2.353906,22
Custom,42,65271,-2.313088,21
Custom,42,65291,-2.376197,20
Custom,42,65312,-1.962876,21
Custom,42,65336,-1.99162,24
Custom,42,65357,-1.918672,21
Custom,42,65378,-2.443031,21
Custom,42,65413,-2.790594,35
Custom,42,65435,-2.305411,22
Custom,42,65463,-2.313592,28
Custom,42,65494,-2.064832,31
Custom,42,65517,-1.978437,23
Custom,42,65552,-2.471475,35
Custom,42,65577,-2.18863,25
Custom,42,65599,-2.05817,22
Custom,42,65623,-2.599829,24
Custom,42,65641,-2.354162,18
Custom,42,65665,-1.923505,24
Custom,42,65683,-2.072578,18
Custom,42,65718,-2.105715,35
Custom,42,65741,-2.577365,23
Custom,42,65778,-2.207788,37
Custom,42,65800,-2.384676,22
Custom,42,65820,-2.23808,20
Custom,42,65838,-2.532308,18
Custom,42,65861,-2.355319,23
Custom,42,65894,-2.398147,33
Custom,42,65933,-2.654735,39
Custom,42,65953,-2.230282,20
Custom,42,65977,-2.304412,24
Custom,42,66006,-2.460205,29
Custom,42,66029,-2.081649,23
Custom,42,66060,-2.360676,31
Custom,42,66087,-2.433334,27
Custom,42,66110,-2.34695,23
Custom,42,66150,-2.455125,40
Custom,42,66175,-2.153793,25
Custom,42,66203,-2.210358,28
Custom,42,66226,-2.045673,23
Custom,42,66249,-2.3961,23
Custom,42,66273,-2.256159,24
Custom,42,66298,-2.137294,25
Custom,42,66317,-2.127996,19
Custom,42,66342,-2.145197,25
Custom,42,66370,-2.522973,28
Custom,42,66390,-1.882394,20
Custom,42,66420,-2.165629,30
Custom,42,66441,-2.516146,21
Custom,42,66463,-2.491603,22
Custom,42,66499,-2.481518,36
Custom,42,66527,-2.19932,28
Custom,42,66549,-2.591585,22
Custom,42,66576,-2.085539,27
Custom,42,66599,-2.517279,23
Custom,42,66618,-2.126967,19
Custom,42,66640,-2.212146,22
Custom,42,66667,-1.962862,27
Custom,42,66687,-2.182414,20
Custom,42,66712,-2.384622,25
Custom,42,66739,-2.208518,27
Custom,42,66765,-2.165435,26
Custom,42,66784,-2.004209,19
Custom,42,66804,-2.14965,20
Custom,42,66824,-2.12242,20
Custom,42,66850,-1.985143,26
Custom,42,66874,-2.338652,24
Custom,42,66899,-2.53871,25
Custom,42,66928,-2.051284,29
Custom,42,66962,-2.507015,34
Custom,42,66996,-2.076316,34
Custom,42,67017,-2.227718,21
Custom,42,67053,-2.161694,36
Custom,42,67082,-2.598053,29
Custom,42,67106,-2.16109,24
Custom,42,67130,-2.211005,24
Custom,42,67155,-2.491763,25
Custom,42,67190,-1.970603,35
Custom,42,67211,-2.440657,21
Custom,42,67242,-2.503163,31
Custom,42,67261,-2.028812,19
Custom,42,67294,-2.1242,33
Custom,42,67315,-2.004728,21
Custom,42,67336,-2.129275,21
Custom,42,67354,-2.105375,18
Custom,42,67375,-1.965974,21
Custom,42,67400,-2.218167,25
Custom,42,67423,-2.362608,23
Custom,42,67445,-2.203374,22
Custom,42,67492,-2.650711,47
Custom,42,67520,-2.001512,28
Custom,42,67540,-2.608626,20
Custom,42,67560,-2.147894,20
Custom,42,67585,-2.47814,25
